#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
33829	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
33932	3.1.3.15	Histidinol-phosphatase.	L-histidinol-phosphate + H(2)O = L-histidinol + phosphate.	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
34363	1.1.1.62	Estradiol 17 beta-dehydrogenase.	Estradiol-17-beta + NAD(P)(+) = estrone + NAD(P)H.	\N	Male pseudohermaphroditism; MIM:264300.	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
34833	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
34833	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
34833	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
34833	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
34833	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
35060	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
35733	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
35804	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
36073	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
36073	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
36073	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
36073	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
36073	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
36445	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
36837	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
36837	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
36837	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
36837	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
37388	2.7.4.2	Phosphomevalonate kinase.	ATP + (R)-5-phosphomevalonate = ADP + (R)-5-diphosphomevalonate.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
37528	3.2.1.73	Licheninase.	Hydrolysis of 1,4-beta-D-glycosidic linkages in beta-D-glucans containing 1,3- and 1,4-bonds.	\N	\N	\N	\N	\N
37587	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
37587	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
37587	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
37587	3.2.1.22	Alpha-galactosidase.	Melibiose + H(2)O = galactose + glucose.	Magnesium; NAD.	Diffuse angiokeratoma (Fabry disease); MIM:301500.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
37846	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
37982	2.4.1.16	Chitin synthase.	UDP-N-acetyl-D-glucosamine + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N) = UDP + {(1,4)-(N-acetyl-beta-D-glucosaminyl)}(N+1).	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
38038	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
38173	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N
38248	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
38248	6.3.2.-	Acid--D-amino-acid ligases (peptide synthases).	\N	\N	\N	Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
38554	2.4.1.132	Glycolipid 3-alpha-mannosyltransferase.	Transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-1,3-D-mannosyl-D-mannose linkage.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
38896	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
39586	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
39586	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
39944	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase (symmetrical).	P(1),P(4)-bis(5'-adenosyl)tetraphosphate + H(2)O = 2 ADP.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
40455	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
40481	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N
40904	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
40904	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
40904	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
41207	2.7.7.15	Cholinephosphate cytidylyltransferase.	CTP + choline phosphate = diphosphate + CDP-choline.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
41207	2.7.7.15	Cholinephosphate cytidylyltransferase.	CTP + choline phosphate = diphosphate + CDP-choline.	\N	\N	Aminophosphonate metabolism	Metabolism of Other Amino Acids	METABOLIC
41436	2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.	DNA (containing 6-O-methylguanine) + [protein]-L-cysteine = DNA (without 6-O-methylguanine) + protein S-methyl-L-cysteine.	\N	\N	\N	\N	\N
41777	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
41960	2.7.1.105	6-phosphofructo-2-kinase.	ATP + D-fructose 6-phosphate = ADP + D-fructose 2,6-bisphosphate.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
42376	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
42388	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
42817	3.2.2.21	DNA-3-methyladenine glycosylase II.	Hydrolysis of alkylated DNA, releasing 3-methyladenine, 3-methylguanine, 7-methylguanine, and 7-methyladenine.	\N	\N	\N	\N	\N
42878	1.3.99.5	3-oxo-5-alpha-steroid 4-dehydrogenase.	A 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.	\N	Male pseudohermaphroditism (pseudovaginal perineoscrotal); MIM:264600.	Androgen and estrogen metabolism	Lipid Metabolism	METABOLIC
42878	1.3.99.5	3-oxo-5-alpha-steroid 4-dehydrogenase.	A 3-oxo-5-alpha-steroid + acceptor = a 3-oxo-delta(4)-steroid + reduced acceptor.	\N	Male pseudohermaphroditism (pseudovaginal perineoscrotal); MIM:264600.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
43040	3.1.26.5	Ribonuclease P.	Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.	\N	\N	\N	\N	\N
43509	1.10.3.2	Laccase.	4 benzenediol + O(2) = 4 benzosemiquinone + 2 H(2)O.	Copper.	\N	\N	\N	\N
43568	5.4.99.7	Lanosterol synthase.	(S)-2,3-epoxysqualene = lanosterol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
43727	3.1.4.17	3',5'-cyclic-nucleotide phosphodiesterase.	Nucleoside 3',5'-cyclic phosphate + H(2)O = nucleoside 5'-phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
43793	1.3.3.4	Protoporphyrinogen oxidase.	Protoporphyrinogen-IX + O(2) = protoporphyrin-IX + H(2)O(2).	FAD.	Porphyria variegata; MIM:176200.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
43999	1.10.3.2	Laccase.	4 benzenediol + O(2) = 4 benzosemiquinone + 2 H(2)O.	Copper.	\N	\N	\N	\N
44589	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
44589	3.6.1.-	In phosphorous-containing anhydrides.	\N	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
44699	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
45559	3.4.22.-	Cysteine endopeptidases.	\N	\N	\N	\N	\N	\N
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
46436	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
46535	3.1.22.-	Endodeoxyribonucleases producing other than 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N
46787	3.4.14.-	Dipeptidyl-peptidases and tripeptidyl-peptidases.	\N	\N	\N	\N	\N	\N
46836	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
46836	1.5.1.3	Dihydrofolate reductase.	5,6,7,8-tetrahydrofolate + NADP(+) = 7,8-dihydrofolate + NADPH.	\N	\N	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
46869	3.4.24.71	Endothelin-converting enzyme 1.	Forms endothelin 1 by cleavage of the 21-Trp-|-Val-22 bond in the precursor.	Zinc.	\N	\N	\N	\N
46874	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
46874	1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	4-hydroxyphenylpyruvate + O(2) = homogentisate + CO(2).	Iron.	Tyrosinemia, type III; MIM:276710.	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
46897	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.	CDP-diacylglycerol + glycerol 3-phosphate = CMP + 3-(3-phosphatidyl)- glycerol 1-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
46919	3.4.11.18	Methionyl aminopeptidase.	Release of N-terminal amino acids, preferentially methionine, from peptides and arylamides.	Cobalt.	\N	\N	\N	\N
46980	3.5.4.6	AMP deaminase.	AMP + H(2)O = IMP + NH(3).	\N	Myopathy due to mad deficiency; MIM:102770.	Purine metabolism	Nucleotide Metabolism	METABOLIC
47067	2.3.3.1	Citrate (si)-synthase.	\N	Citrate + CoA = acetyl-CoA + H(2)O + oxaloacetate.	\N	\N	\N	\N
47075	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.	The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate.	\N	\N	\N	\N	\N
47092	1.5.1.20	Methylenetetrahydrofolate reductase (NADPH).	5-methyltetrahydrofolate + NADP(+) = 5,10-methylenetetrahydrofolate + NADPH.	FAD.	Homocystinuria II (MTHFR deficiency); MIM:236250.	\N	\N	\N
47259	1.1.1.14	L-iditol 2-dehydrogenase.	L-iditol + NAD(+) = L-sorbose + NADH.	\N	Sorbitol dehydrogenase deficiency; MIM:182500.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
47276	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
47276	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
47276	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
47324	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Benzoate degradation via hydroxylation	Biodegradation of Xenobiotics	METABOLIC
47324	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
47324	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
47324	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
47324	2.3.1.16	Acetyl-CoA C-acyltransferase.	Acyl-CoA + acetyl-CoA = CoA + 3-oxoacyl-CoA.	\N	Pseudo-Zellweger syndrome; MIM:261510.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
47565	5.4.99.5	Chorismate mutase.	Chorismate = prephenate.	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
47579	1.-.-.-	Oxidoreductases.	\N	\N	\N	\N	\N	\N
47667	1.5.1.20	Methylenetetrahydrofolate reductase (NADPH).	5-methyltetrahydrofolate + NADP(+) = 5,10-methylenetetrahydrofolate + NADPH.	FAD.	Homocystinuria II (MTHFR deficiency); MIM:236250.	\N	\N	\N
47671	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.	\N	Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
47735	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
47848	3.6.4.1	Myosin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
48101	2.7.2.4	Aspartate kinase.	ATP + L-aspartate = ADP + 4-phospho-L-aspartate.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
48101	2.7.2.4	Aspartate kinase.	ATP + L-aspartate = ADP + 4-phospho-L-aspartate.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
48111	1.3.1.20	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase.	Trans-1,2-dihydrobenzene-1,2-diol + NADP(+) = catechol + NADPH.	\N	\N	\N	\N	\N
48116	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
48116	3.1.3.2	Acid phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	\N	Acid phosphatase deficiency; MIM:200950.	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
48150	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
48150	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.	\N	\N	Terpenoid biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
48280	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
48516	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
48518	1.4.4.2	Glycine dehydrogenase (decarboxylating).	Glycine + lipoylprotein = S-aminomethyldihydrolipoylprotein + CO(2).	Pyridoxal-phosphate.	Nonketotic hyperglycinemia type II; MIM:238310.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
48542	1.3.99.-	With other acceptors.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
48542	1.3.99.-	With other acceptors.	\N	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC
48542	1.3.99.-	With other acceptors.	\N	\N	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
48669	2.4.1.131	Glycolipid 2-alpha-mannosyltransferase.	Transfers an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-1,2-D-mannosyl-D-mannose linkage.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
48707	3.4.99.-	Endopeptidases of unknown catalytic mechanism.	\N	\N	\N	  Type II secretion system	SORTING AND DEGRADATION	REGULATORY
48769	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
48807	1.1.1.65	Pyridoxine 4-dehydrogenase.	Pyridoxine + NADP(+) = pyridoxal + NADPH.	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
49055	3.1.3.4	Phosphatidate phosphatase.	A 3-sn-phosphatidate + H(2)O = a 1,2-diacyl-sn-glycerol + phosphate.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
